name,descr,epoch,culture,second,type,y,x,id
Змеевское городище I,"3меево, село . Расположено в северо-западной части села на мысу с крутыми склонами между Ерыклой и Камой. За церковью села прослежен полукруглый вал от Ерыклы к спуску в луговину Камы. Вал сильно оплыл и местами срыт. Размеры городища 260—270 м с северо-востока на юго-запад. Большая часть площади городища застроена и занята огородами. Культурный слой, судя по шурфу, потревожен. Материал — булгарская керамика. За южным валом городища местные жители сообщают о находках человеческих костей.",2,15,,1,50.739939,55.393589,11
Змеевское городище II,"Змеево, село . Расположено в 2,5—3 км к юго-востоку от села на равнинной местности, на мысу между двух небольших отрогов Змеевского оврага, выходящего в долину р. Грязнуха. Форма подпрямоугольная (110— 120Х120 м). С напольной южной стороны и юго-юго-западной — вал и ров. На северо-восточной мысовой части городища тоже признаки вала. Высота южного вала 1,5—1,8м, ширина—8 м, ров глубиной 1,5 м и шириной 7 м. Разведкой ТАЭ 1960 г. (отряд Т. А. Хлебниковой) зафиксирован культурный слой мощностью около 65 см. Вещевой материал с осыпей и из слоя — бул-гарская домонгольского облика керамика.",2,15,,1,50.766181,55.370728,12
Ивашкинское городище,"Ивашкин о, село Черемшанского района, верховья р. Сульча, левого притока р. Б. Каменка, левого притока р. Шешма. Расположено на восточной окраине села, на мысу между двумя истоками рек. Площадь —30 кв. м. Форма овальная, линия обороны кольцевая (из одного вала и рва). Площадка городища распахана под огороды. Небольшое количество материала — булгарская гончарная керамика. Слой — 30—35 см, но без материала.",2,15,,1,51.340044,54.885178,13
Кубасское (Березовское) городище,"Кубассы, село. Расположено в 4, 5 км к востоку от села на мысу коренной террасы высотой 20 м. Склоны мыса крутые. Площадка городища подтреугольной формы (110Х 100 м). Вал кокошниковидной формы (высота 5—6 м, ширина в основании 5—6 м). Ширина рва 17—18 м, глубина —3— 3,5 м. Площадка городища довольно ровная, на ней заметны углубления округлой формы диаметром 4—6 м. Склоны оврагов поросли лесом. Культурный слой имеет мощность около 50 см.",2,15,,1,50.463822,55.391017,14
Куркульское городище (Городок),"Куркуль, село Алексеевского района, водораздел рек Ахтай, Курлянка, Шентала, левых притоков р. Камы. Расположено в 150—200 м к востоку от села на узкой стрелке, образованной двумя оврагами, в местности, называемой «Городок». Площадка городища ограничена двумя слабо сохранившимися валами. Городище сильно разрушается. На мысовой части культурный слой полностью уничтожен. Небольшим раскопом ТАЭ 1973 г. вскрыт культурный слой в 38—50 см, состоящий из двух горизонтов, и хозяйственная яма-кладовка. Керамический комплекс состоит в основном из булгарской гончарной и лепной с различными примесями посуды 2-й половины домонгольского периода.",2,11,,1,50.133914,55.193328,15
Малополянское городище,"Малая Полянка, деревня. Расположено в 1,5 км к югу от деревни на узком мысу надлуговой задернованной террасы между Малиновскими оврагами, выходящими в Орловский овраг. Высота мыса 10—12 м. У городища двойная система укреплений. В 60 м от вершины мыса — два вала и ров при ширине площадки около 35 м. В 160—190 м от них еще два вала и два рва с шириной площадки в этом месте 74—75 м. Сохранность укреплений хорошая: высота вала на мысу 1,5—2 м, глубина рва —2 м; высота напольных валов 2 м, глубина рва до 2,5 м. У укреплений по одному проезду. По краю площадки городища встречается подъемный материал. Вблизи мысовой линии укреплений остатки слоя мощностью около 40 см. Находки — булгарская гончарная керамика домонгольского облика, кости животных. С напольной стороны к городищу, очевидно, примыкал посад.",2,11,,1,50.9765,55.391408,16
Малотолкишское городище (Жилище),"Малый Толкиш, село Чистопольского района, левый берег р. Толкиш. Расположено у северовосточного края села на мысу высокой надлуговой террасы, у оврага, называемого «Жилище». Площадь 29 500 кв. м. С напольной стороны вал и два рва. Культурный слой в обнажении до 60 см. На поверхности ",2,15,,1,50.959567,55.345831,17
Нарат-Елгинское городище (Кала),"Нарат-Елга, село Чистопольского района, левый берег р. Кала-Елга, правого притока р. Большая Вахта. Расположено в 0,25 км к западу от села на широком подпрямоугольном мысу надлуговой террасы. Со всех сторон городище окружено валами. С напольной стороны между двумя валами — ров. Площадь городища внутри укреплений 160—170Х85—110 м. Площадь ровная, задернована. Название городища у местных жителей «Кала» (город). Шурфом в северной части городища, в 50 м от вала выявлен культурный слой мощностью 30 см. Он включает куски железного шлака, кости животных, обломки булгарской гончарной и лепной керамики.",2,15,,1,50.538919,55.257461,18
Новошешминское городище I,"Новошешминск, районный центр, левый берег ручья Студенец, левого притока р. Шешма. Городище, известное со второй половины XIX в., расположено в 0,7 км к востоку-юго-востоку от села, примыкая южной частью к Новошешминскому валу , который является одновременно южной линией обороны горо дища. С других сторон имеется и ров. Восточная часть укрепления и площадка городища распаханы. Площадь—159200 кв. м. Форма полукруглая. Материал включает лепную именьковскую керамику и гончарную болгарскую керамику.",2,11,,1,51.276961,55.073092,19
Остолоповское городище,"Остолопово (ныне Речное), село Алексеевского района, левый берег р. Шентала, левого притока р. Камы. Расположено в 0,2 км к северо-северо-западу от села, на мысу, образованном высокой террасой (20 м над уровнем реки) и оврагом с крутыми склонами. С напольной стороны — дугообразный вал и ров (с внутренней стороны). Вал шириной 5 м, высотой 1—1,5 м. Ширина рва 2,5—3 м. В середине укреплений — проезд. Длина площадки городища 165 м, ширина у вала и рва 145 м. Поверхность площадки распахана. Культурные остатки обнаружены лишь близ края террасы в виде скоплений прокала, угля и керамики, но они незначительны. Городище, видимо, использовалось как наблюдательный пункт на камском водном пути.",2,11,,1,50.293042,55.364342,20
Сосновское городище I,"Сосновка, деревня. Расположено в 0,6 км к юго-востоку от деревни на краю низкой надлуговой' террасы. Форма подтреугольная, площадь 18200 кв. м. С трех сторон — вал и ров. Глубина рва 1,5—3 м. Высота вала от дна рва 3 м. Площадка городища издавна распахивалась. Культурный слой имеет мощность около 60 см. Материал — гончарная булгарская керамика.",2,11,,1,51.214025,55.119464,21
Сосновское городище II,"Сосновка, деревня. Расположено в 0,1 км к северо-западу от деревни на мысу между двумя ручьями. Форма подчетырехугольная. С запада (с напольной стороны) — дугообразный вал и ров с проездом. Высота вала от уровня площадки 2,5 м, глубина рва 1,5 м. Площадь городища 7600 кв. м. Поселение частично застроено. В подъемном материале — булгарская гончарная керамика",2,11,,1,51.202908,55.120289,22
Староромашкинское городище (Калюш),"Старое Ромашкино, село Чистопольского района, правый берег р. Артьелга, левого притока р. Каргалы, правого притока р. Толкиш. Расположено на южной окраине села. Площадь 20 000 кв. м., форма вытянутая, туфлеобразная, что и нашло отражение в названии памятника. С севера и юга городище ограждено валами и рвами. Слой более 40 см. Материал — разнообразная булгарская керамика домонгольского периода.",2,11,,1,50.863239,55.250478,23
Тубулгатаусское (Верхненикиткинское) городище,"Верхнее Никиткино, село Новошешминского района, левый берег р. Шешма. Расположено на юго-восточной окраине села, на высоком обрывистом мысу. Площадь 19 500 кв. м. Форма подквадратная с округлыми углами. С напольной стороны — два рва и три вала, с трех других сторон — по два вала и два рва. Северная часть городища сильно разрушается. Культурный слой мощностью 60 см. Основной материал с городища — булгарская гончарная керамика. В материалах из сборов П. А. Пономарева 1880 г представлен бронзовый кельт с лобным ушком. П. А. Пономарев связывал памятник с остатками булгарского города «Тубулга-Тау». В 1963 г. городище обследовано экспедицией КФАН СССР.",2,15,,1,51.246808,55.171381,24
Утяковское городище,"Утяково, деревня. Расположено в 0,5 км к северо-востоку от деревни на подпрямо-угольном мысу, образованном краем террасы высотой 8—10 м и овражками. Площадка городища (200Х Х280 м), ранее распахивавшаяся, сильно укреплена с трех сторон. С напольной стороны 3 вала и 2 рва. Высота валов и глубина рвов до 2-х м. Кульурный слой городища достигает мощности 75 см. Вещевой материал — керамика первой половины домонгольского периода. Архаичные образцы гончарной и лепной керамики шамотного и раковинного теста позволяют относить возникновение поселения к началу домонгольского периода.",2,11,,1,50.401636,55.325433,25
Черемуховослободинское городище (Татарский городок),"Слобода Черемуховая, село. Расположено в 5 км к юго-юго-западу от села в верховьях оврага «Обвальный» на невысоком подпрямоугольном задернованном мысу (площадь 11600 кв. м). С напольной стороны — 2 вала и рва общей шириной 30 м. Высота валов 0,8—0,9 м, ширина — 6,5—8,6 м, глубина рва 1,6—1,7 м, ширина 6,7—7,7 м. Местное название городища — «Татарский городок». Основной материал — булгарская керамика. По сведениям старожилов, на городище были неоднократными находки железных вещей, в том числе и кольчуг.",2,11,,1,51.098908,54.915292,26
Аверьяновское селище II,"Аверьяновка, поселок Новошешминского района, левый берег р. Шешма. Расположено в 0,2 км к северо-западу от деревни на краю очень низкой распаханной надлуговой террасы, вправо от дороги в село Петропавловская Слобода. Площадь—140Х75 м. Материал— булгарская гончарная керамика.",2,11,,2,51.400814,55.036106,27
Агрокультурское селище,"Агрокультура, поселок Чистопольского района, левый берег безымянной речки, правого притока р. Большая Вахта. Расположено в 0,7 км к югу от поселка на распаханной надлуговой террасе. Площадь распространения подъемного материала 270Х130 м. Культурный слой в обнажении 50 см. Материал — булгарская керамика.",2,15,,2,50.571647,55.301214,28
Адельшинское селище I,"Татарское Адельшино, село Чистопольского района, левый берег р. Большая Вахта. Расположено в 0,6—0,7 км к северо-северо-востоку от села на широком мысу распаханной невысокой надлуговой террасы. Материал прослеживается на площади 140Х140 м. В шурфе на юго-восточном краю мыса слой 55—60 см. Материал — булгарская керамика.",2,11,,2,50.495511,55.190592,29
Адельшинское селище II,"Татарское Адельшино, село. Расположено в О, 6—0,8 км к востоку от села на мысу надлуговой распаханной террасы, образованном рекой и большим оврагом. Площадь 500— 600Х40—110 м. В шурфе на задернованном участке слой 35—40 см. Материал — домонгольского облика булгарская керамика.",2,11,,2,50.493536,55.186908,30
Азеевское селище I,"Азеево, село. Расположено в 1,5 км к юго-западу от села, севернее оврага. Подъемный материал встречается на протяжении 500 м. Он состоит из небольшого количества булгарской гончарной керамики. Культурный слой имеет мощность около 15 см.",2,11,,2,51.072947,55.189825,31
Азеевское селище II,"Азеево, село. Расположено на южной окраине села на задернованной надлуговой террасе. Мощность слоя около 20 см. Площадь 600Х 150 см. Материал — булгарская гончарная керамика.",2,11,,2,51.092689,55.200211,32
Азеевское селище III,"Азеево, село. Расположено в 5 км к северо-востоку от села и в 3 км к западу-северо-западу от с. Горшково на распахиваемой надлуговой террасе. Площадь 200Х160 м. Культурный слой в юго-западной части селища до 55 см. Находки — булгарская гончарная керамика, печина, жернов.",2,11,,2,51.168733,55.214094,33
Азеевское селище IV," Азеево (Ак Яр), село Ново-шешминского района, левый берег р. Челна. Расположено в 5,5 км к северо-востоку от села и в 2,7 км к северо-западу от с. Горшково на распаханном мысу низкой надпойменной террасы. Площадь 250Х 150 м. Материал — булгарская гончарная керамика.",2,11,,2,51.177317,55.217628,34
Алексеевское поселение I,"Алексеевское, рабочий поселок. В 0,5 км к юго-западу от центра поселка на краю террасы П. Н. Старостиным в 1966 г. на площади 100Х20 м собрана срубная и булгарская керамика.",2,15,,2,50.111711,55.301211,35
Алексеевское поселение IX,"Алексеевское, рабочий поселок. Расположено в 5, 3 км к северо-западу от поселка. На площади 120Х20 м встречается разнообразный и обширный материал в виде булгарской домонгольской и более поздней керамики, а также более грубой XV—XVI вв. Много железных вещей (ножи, удила, часть весов, гвозди, часть чугунного котла, детали замка), предметов из цветного металла (кусок листовой меди, ручка от котла, штампованная бляшка, свинцовое грузильце). Здесь же собрана приказанская керамика эпохи бронзы.",2,15,17,2,50.012628,55.325539,36
Алексеевское поселение V,"Алексеевское, рабочий поселок. Расположено на северо-восточной окраине поселка, на краю надлуговой террасы. Культурный слой разрушен. На площади 500Х20 м собрана керамика срубная и булгарская домонгольского времени.",2,11,,2,50.143692,55.315506,37
Алексеевское поселение VI,"Алексеевское, рабочий поселок. В 1974 г. Е. П. Казаковым на небольших островах — останцах надлуговой террасы в 5 км к северо-западу от поселка Алексеевское и в 4 км к северо-востоку от села Мокрые Кур-нали, к северу от старой дамбы, идущей от поселка Алексеевское до пристани Мурзиха, обнаружены остатки булгарского селища. На нем собраны обломки керамики, железный топор, мотыга, напрясла. В 1983—1984 гг. большая коллекция изделий на этом памятнике собрана Е. А. Беговатовым.",2,11,,2,50.044122,55.31525,38
Алексеевское поселение VIII,"Алексеевское, рабочий поселок. В 5, 7 км к северо-западу от рабочего поселка в 1966 г. П. Н. Старостиным на площади 200Х20 м на краю размытой надлуговой террасы собран подъемный материал, состоящий из срубной и булгарской керамики.",2,11,,2,50.00885,55.325733,39
Алексеевское поселение Xia,"Алексеевское, рабочий поселок. Расположено в 4 км к северо-западу от поселка на краю надлуговой террасы. На площади 100Х80 м разведкой ТАЭ 1966 г. собрана керамика срубного типа. Здесь же найден фрагмент булгарской керамики.",2,15,,2,50.017986,55.347197,40
Алексеевское поселение XII,"Алексеевское, рабочий поселок. Расположено в 3 км к северо-западу от южной окраины поселка на острове-останце размытой второй надлуговой террасы. Площадь распространения подъемного материала 200Х80 м. В нем разнообразная глиняная посуда, гончарная и лепная (шамотного и раковинного теста), глиняные напрясла, железные предметы (удила, нож, замок, рыболовный крючок), вещи из цветного металла (часть сосуда, ключ от замка в виде фигурки животного, обломок зеркала), часть жернова, джучидские монеты.",2,14,15,2,50.090389,55.310806,41
Алексеевское поселение XIIIa,"Алексеевское, рабочий поселок. Расположено в 0,5 км к северо-востоку от рабочего поселка на широком мысу, образованном краем террасы и оврагом, отделяющим поселение от Алексеевского городища. Площадь памятника 200—250Х15— 20 м. Слой вне ям 35—40 см. Материал по содержанию близок к материалу городища, что позволяет считать его посадом Алексеевского городища. Здесь же встречены отдельные фрагменты срубной керамики.",2,11,,2,50.130328,55.315631,42
Алексеевское поселение XIV,"Алексеевское, рабочий поселок. Расположено в 4 км к западу от поселка на краю надлуговой террасы. На площади 250Х20 м собрана керамика срубного и булгарского времени.",2,15,,2,50.014817,55.296656,43
Алексеевское поселение XVa,"Алексеевское, рабочий поселок,. В 6 км к северо-западу от поселка на размываемом останце надлуговой террасы в 1966, 1982, 1983 гг. П. Н. Старостиным и Е. А. Беговатовым выявлены пятна от хозяйственных ям, собрана большая коллекция срубных (керамика, кремневые изделия, медный нож с ромбической пяткой черенка и шило) и булгарских предметов (керамика, пряслица, железные ножи, ключи, бронзовые украшения, ушки от котла).",2,15,,2,49.999228,55.324847,44
Алексеевское поселение Х,"Алексеевское, рабочий поселок. В 0, 8 км к северо-западу от поселка на краю разрушенной надлуговой террасы П. Н. Старостиным в 1966 г. на площади 100Х30 м собрана именьковская и раннебулгарская лепная керамика. Слой не выявлен.",2,11,,2,50.131675,55.310169,45
Андреевское селище I,"Андреевка, деревня. Расположено в 0,7 км к северо-западу от деревни, на широком распаханном мысу между террасой и оврагом «Крутой берег». Подъемный материал на площади 450Х150 м состоит из булгарской домонгольского облика керамики.",2,11,,2,50.273914,55.164992,46
Андреевское селище Ia,"Андреевка, поселок Новошешминского района. Расположено на западной окраине деревни на краю коренной распаханной террасы, вправо от дороги в поселок Аверьяновка. На площади 130Х80 м встречается булгарская гончарная и лепная с шамотом и толченой раковиной керамика.",2,11,,2,51.428889,55.032539,47
Андреевское селище II,"Андреевка, деревня Алексеевского района, правый берег р. Шентала. Расположено в 1 км к востоку-северо-востоку от деревни на краю распаханной террасы. Подъемный материал распространен на площади 300Х180 м. Основную часть его составляет булгарская гончарная (в том числе и с растительной примесью) и лепная (с шамотом) керамика домонголького облика.",2,11,,2,50.290908,55.16735,48
Архангельское селище I,"Слобода Архангельская, село. Расположено в 2,5 км к юго-западу от села на склоне распаханной надлуговой террасы, справа от дороги в деревню Сосновка. Площадь поселения 120Х50 м. Материал включает в основном лепную плоскодонную шамотную, с насечками по венчику и оттисками гребенки керамику, а также булгарскую посуду.",2,11,,2,51.250717,55.127658,49
Ашнякское селище I,"Ашняк, село . Расположено у северной окраины села в местности «Иске-Юрт» (Старое жилье) на обоих распаханных берегах речки. По высокому берегу оно занимает площадь более 4 га, по левому — около 1 га. Культурный слой до 80 см. Материал — булгарская золотоордынского периода керамика и металлический шлак.",2,18,,2,50.133058,55.104208,50
Ашнякское селище III,"Ашняк. село. Расположено в 2 км к югу от села у истоков реки на широком подпрямоугольном распаханном мысу высотой 3 м, в местности «Кочкан алан». Площадь — около 140 000 кв. м. Подъемный материал — булгарская керамика домонгольского облика, обломки жернова. Старожилы находили на мысу монеты.",2,11,,2,50.145064,55.076319,51
