name,descr,epoch,culture,second,type,y,x,id
"""Сухой Берсут"", селище","Сухой Берсут, поселок Мамадышского р-на, правый берег Камы. В 1971 г. А. Никитиным была доставлена в ИЯЛИ КФАН значительная коллекция керамики и кремневых изделий, найденных к северу от поселка в обнажениях террасы ручья, впадающего в Каму. Керамика представлена обломками крупных сосудов с примесью раковины в тесте, богато орнаментированной оттисками шнура, зубчатого штампа, ямочными вдавлениями, относящимися, очевидно, к развитой поре ананьинской культуры, VI–V вв. до н. э.",4,25,,2,50.960669,55.492014,11
"""Тарасова Пристань"" городище","Тарасова Пристань, пристань Рыбно-Слободского р-на, правый берег Камы. Городище находится к юго-западу на одном из мысов. Площадка городища подчетырехугольной формы размером 35– 40х30–45 м, с запада укреплена дугообразным валом длиной 45 м, шириной 6–7 м и высотой 1 м, и рвом шириной 2,5 м и глубиной 0,75–1 м. В северной части вала находится проезд шириной в 2,5 м. Площадка покрыта густым хвойным лесом. Культурный слой у вала достигает 40 см толщины. Экспедицией ИЯЛИ 1955 г. в шурфе у вала найдено четыре фрагмента из тонкостенных сосудов из глины с растительными примесями (азелинские?), а в обнажениях у склонов собрано 15 фрагментов грубых черепков от плоскодонных сосудов с примесью в глине дресвы и шамота именьковского типа. В 1971 г. проведено дополнительное обследование городища. В шурфе (1х1 м) в центре площадки найдена лишь зернотерка.",3,100000000000008,,1,50.811431,55.492725,12
Авдеевская находка,"Авдеево, деревня Рыбно-Слободского р-на, левый берег речки Ошняк. В коллекции В. И. Заусайлова из деревни имеется наконечник стрелы листовидной формы на ножевидной пластине желтовато-коричневого кремня.",8,100000000000011,,3,49.926239,55.560419,13
Айбашский надгробный камень,"Аибаш, село Высокогорского р-на, верховья реки Петьялка, левого притока реки Илеть. Памятник с рельефной надписью и орнаментом по краям и в верхней части. Экспедицией ИЯЛИ 1956 г. снят эстампаж.",2,17,,12,48.990469,56.103989,14
Айшинская находка,"Айша, село Зеленодольского р-на, речка Сумка. Из деревни в коллекции В. И. Заусайлова имеется шлифованный молот из продолговатой гальки темно-коричневого цвета.",5,100000000000011,,3,48.630522,55.870822,15
Айшинский могильник,"Айша Русская, село Высокогорского р-на, речка Кырлай. В 1891 г. В. И. Заусайлову было передано несколько вещей из деревни. Тогда же он посетил место находки и произвел небольшие раскопки. В крутом почти отвесном обрыве берега реки обнаружен костяк на глубине 1 и 4 арш. Костяк сильно истлел и, видимо, был давно потревожен. При нем найдено большое количество украшений. В коллекции из могильника имеется около 50 мелких бусин из желтого, синего и зеленого стекла; около 20 сердоликовых и янтарных бус, синяя бусина с подражанием фигурке скарабея, 3 крупные бусины диаметром 22– 30 мм из халцедона, стекла и глины, подвеска в виде птички, подвеска в виде конька, под животом которого два колокольчика и ноги соединены жгутом; такой же конек без колокольчиков; большая подвеска с арочной основой, украшенной по нижнему краю 5-образными узорами, а вверху под аркой–тремя фигурками лошадок, идущими влево; три колосовидные подвески со «спицами» в середине, на одной, кроме того, три подвески–лапки; нагрудная подвеска в виде кольца с тремя напускными бусинами, застежка типа сюльгам из круглой проволоки с загнутыми концами; медные планки, склепанные по две от нагрудника; узкие медные пластиночки с отверстиями от нагрудника же и многочисленные бусы; большое количество поясных накладок в виде тонких медных пластин прямоугольной формы с насечками по краю; четыре халцедоновых диска диаметром 5– 6 см с отверстиями в центре для крепления к поясу; две эполетообразные застежки (одна длиной 19 см, с овальной задней бляхой с 18 полугорошинными выпуклостями по краю и 8 соединительными жгутами; другая длиной 15,6 см с овальной задней бляхой с 14 полугорошинами и 9 соединительными жгутами). Материалы могильника представляют хороший комплекс украшений азелинской культуры.",3,100000000000008,,4,48.624794,55.874375,16
Акинская находка,"Аки, деревня Высокогорского р-на, левый берег речки Киндерка, левого притока реки Казанка. В 1878 г. у деревни было найдено кремневое двояковыпуклое симметричное тесло.",5,100000000000011,,3,49.254361,55.849989,17
Альвидинская находка,"Альвидино, село Пестречинского р-на, левый берег реки Меша. С именем деревни связана находка сверленого каменного топора короткообушкового, характерного для атликасинского этапа балановской культуры.",5,100000000000011,,2,49.79975,55.757814,18
Амбарская стоянка I,"Березовая Грива, бывшая деревня. Расположена в 2,5–3 км к западу от деревни на северной оконечности дюнистого всхолмления, называемого местными жителями «Амбарской гривой», на мысу, образованном рекой и ее протоком «Ключи». Культурный слой размыт. Подъемный   материал, собранный Р. С. Габяшевым, распространен на площади 150х30 м и состоит из кремневых изделий. Из орудий выделяются два шлифованных тесла, две проколки, два наконечника стрел, обработанных плоской ретушью, девять скребков, три скребловидных небольших орудия, три ножевидных орудия и четыре пластины с ретушью. Здесь же встречена лепная керамика, характерная для маклашеевского этапа приказанской культуры.",5,36,,2,49.155194,55.439381,19
Амбарская стоянка I,"Березовая Грива, бывшая деревня. Расположена в 2,5–3 км к западу от деревни на северной оконечности дюнистого всхолмления, называемого местными жителями «Амбарской гривой», на мысу, образованном рекой и ее протоком «Ключи». Культурный слой размыт. Подъемный   материал, собранный Р. С. Габяшевым, распространен на площади 150х30 м и состоит из кремневых изделий. Из орудий выделяются два шлифованных тесла, две проколки, два наконечника стрел, обработанных плоской ретушью, девять скребков, три скребловидных небольших орудия, три ножевидных орудия и четыре пластины с ретушью. Здесь же встречена лепная керамика, характерная для маклашеевского этапа приказанской культуры.",6,100000000000011,,2,49.155194,55.439381,20
Амбарская стоянка II,"Березовая Грива, бывшая деревня. Расположена к югу от Амбарской стоянки I на западной   стороне   «Амбарской гривы». Выявлена и обследована Р. С. Габяшевым. Культурный слой размыт. Подъемный материал распространен на площади 200х40 м вдоль берега и представлен фрагментами керамики и кремневыми изделиями. Керамика (21 экз.) лепная, толстостенная, изготовлена из глиняного теста с обильной растительной примесью. Орнамент нанесен   оттисками   среднезубчатого штампа.   Кремневый   инвентарь состоит из трех целых и двух обломанных тесел, пяти скребков, двух   крупных    наконечников, обломка ножа (?), трех отщепов с ретушью и трех осколков кремня.",6,100000000000011,,2,49.155194,55.437286,21
Амбарская стоянка III,"Тетеево, бывшее село Лаишевского р-на, левый берег Волги. Расположена к западу–северо-западу от села и к югу от Амбарской стоянки II. Культурный слой размыт. В 1965 г. Р. С. Габяшевым на площади 100Х30 м собран подъемный материал, состоящий из кремневых орудий (тесло, долото, нож, скребок, проколка) и фрагментов лепной керамики, характерной для маклашеевского   этапа   приказанской культуры.",5,36,,2,49.194678,55.438236,22
Амбарская стоянка IV,"Березовая Грива, бывшая деревня. Расположена на краю полуразмытого острова, к югу от его северного мыса, на западной стороне «Амбарской гривы», к югу от деревни. Открыта в 1865 г. Р. С. Габяшевым. Подъемный материал, состоящий из фрагментов керамики и кремневых изделий (тесла, долота, наконечники и пр.), распространен на площади 50х30 м. В обнажении прослежен культурный слой -– серый песок мощностью до 35–40 см. На неразрушенной поверхности прослеживается 5–6 западин от древних землянок размером 4Х4 и 5х5 м, вытянутых двойной цепью на 25х10 м. Судя по керамике, характерной для балымско-карташихинского, атабаевского и маклашеевского этапов приказанской культуры, стоянка была обитаема длительное время и в силу этого являлась многослойным памятником. Здесь же отмечена и волосовская керамика.",5,28,,2,49.153736,55.441036,23
Амбарская стоянка IV,"Березовая Грива, бывшая деревня. Расположена на краю полуразмытого острова, к югу от его северного мыса, на западной стороне «Амбарской гривы», к югу от деревни. Открыта в 1865 г. Р. С. Габяшевым. Подъемный материал, состоящий из фрагментов керамики и кремневых изделий (тесла, долота, наконечники и пр.), распространен на площади 50х30 м. В обнажении прослежен культурный слой -– серый песок мощностью до 35–40 см. На неразрушенной поверхности прослеживается 5–6 западин от древних землянок размером 4Х4 и 5х5 м, вытянутых двойной цепью на 25х10 м. Судя по керамике, характерной для балымско-карташихинского, атабаевского и маклашеевского этапов приказанской культуры, стоянка была обитаема длительное время и в силу этого являлась многослойным памятником. Здесь же отмечена и волосовская керамика.",5,36,,2,49.153736,55.441036,24
Амбарская стоянка V,"Березовая  Грива, бывшая деревня. К северу от Амбарской стоянки IV на краю подтопленного останца надлуговой террасы (Амбарская грива) в 1965 г. на площади 30х20 м Р. С. Габяшевым собраны фрагменты приказанской керамики, характерной для балымско-карташихинского этапа приказанской культуры.",5,36,,2,49.153478,55.443033,25
Амбарская стоянка VI,"Березовая Грива. К северо-западу от Амбарской стоянки V и к югу от деревни на подтопленном краю останца надлуговой террасы (Амбарская грива) в 1965 г. на площади 40х10 м Р. С. Габяшевым собраны кремневые отщепы и фрагменты керамики, характерные для маклашеевского этапа приказанской культуры.",5,36,,2,49.152278,55.444056,26
Ананьинская стоянка,"Ананьино, деревня. На дюне, где расположен Ананьинский могильник, находилась стоянка поздней поры эпохи бронзы. Культурный слой стоянки, почти полностью разрушенный могильником и раскопками, в основном наблюдался в юго-западной части дюны, где он достигал 70 см. В течение многих лет рядом исследователей здесь был собран значительный вещевой материал, состоящий из фрагментов керамики атабаевского и маклашеевского этапов приказанской культуры, кремневых (топоры, долота, тесла, наконечники стрел, скребки. ножи и т. п.) и медных или бронзовых (три кельта, долото, вислообушный топор, нож) изделий (табл. IX, 2). Здесь же отмечена и неолитическая керамика. Стоянка обследовалась в 1881 г. П. А. Пономаревым; в 1888 г. А. А. Спицыным; в 1930 г. и 1947 г. А. В. Збруевой; в 1943 г. П. П. Ефименко; в 1959 г. и 1971 г. археологической экспедицией ИЯЛИ и ТАЭ КФАН СССР. Материал стоянки хранится в ГИМе, НМФ и в ГМТР.",5,36,,2,52.116712,55.7267,27
Ананьинская стоянка,"Ананьино, деревня. На дюне, где расположен Ананьинский могильник, находилась стоянка поздней поры эпохи бронзы. Культурный слой стоянки, почти полностью разрушенный могильником и раскопками, в основном наблюдался в юго-западной части дюны, где он достигал 70 см. В течение многих лет рядом исследователей здесь был собран значительный вещевой материал, состоящий из фрагментов керамики атабаевского и маклашеевского этапов приказанской культуры, кремневых (топоры, долота, тесла, наконечники стрел, скребки. ножи и т. п.) и медных или бронзовых (три кельта, долото, вислообушный топор, нож) изделий (табл. IX, 2). Здесь же отмечена и неолитическая керамика. Стоянка обследовалась в 1881 г. П. А. Пономаревым; в 1888 г. А. А. Спицыным; в 1930 г. и 1947 г. А. В. Збруевой; в 1943 г. П. П. Ефименко; в 1959 г. и 1971 г. археологической экспедицией ИЯЛИ и ТАЭ КФАН СССР. Материал стоянки хранится в ГИМе, НМФ и в ГМТР.",6,100000000000011,,2,52.116712,55.7267,28
Ананьинская стоянка,"Ананьино, деревня. На дюне, где расположен Ананьинский могильник, находилась стоянка поздней поры эпохи бронзы. Культурный слой стоянки, почти полностью разрушенный могильником и раскопками, в основном наблюдался в юго-западной части дюны, где он достигал 70 см. В течение многих лет рядом исследователей здесь был собран значительный вещевой материал, состоящий из фрагментов керамики атабаевского и маклашеевского этапов приказанской культуры, кремневых (топоры, долота, тесла, наконечники стрел, скребки. ножи и т. п.) и медных или бронзовых (три кельта, долото, вислообушный топор, нож) изделий (табл. IX, 2). Здесь же отмечена и неолитическая керамика. Стоянка обследовалась в 1881 г. П. А. Пономаревым; в 1888 г. А. А. Спицыным; в 1930 г. и 1947 г. А. В. Збруевой; в 1943 г. П. П. Ефименко; в 1959 г. и 1971 г. археологической экспедицией ИЯЛИ и ТАЭ КФАН СССР. Материал стоянки хранится в ГИМе, НМФ и в ГМТР.",5,100000000000011,,2,52.116712,55.7267,29
Ананьинский могильник,"Ананьино, деревня Елабужского р-на, левый берег реки Тойма. Могильник расположен на песчаном холме, представляющем собой остаток большой дюнной гряды, вытянутой в направлении северо-запад– юго-восток, к востоку от деревни у края поймы реки, русло которой проходит в настоящее время далеко к югу. Могильник, давший название целой культуре, подвергался многочисленным и самым бессистемным раскопкам. Впервые копали его в 1858 г. П. В. Алабин и И. В. Шишкин. В последний раз – А. В. Збруева в 1930 г., давшая сводное описание истории изучения, а затем в монографии по ананьинской культуре довольно полное описание материалов. Коллекции из могильника, которые, по подсчетам А. М. Тальгрена, насчитывают более 1500 предметов, не считая фрагментов сосудов и бус, хранятся в очень многих музеях не только у нас, но и за границей. Опубликованы вещевые материалы из могильника очень плохо и неполно ",4,25,,4,52.116798,55.726506,30
Анатышские находки,"Анатыш, село. Здесь найдены кремневые долото плосковыпуклое и обломок симметричного топора, а также заготовка асимметричного долота, черешковый наконечник стрелы и наконечник с усеченным основанием.",8,100000000000011,,3,50.143214,55.495319,31
Анатышское местонахождение I,"Анатыш, село Рыбно-Слободского р-на, левый берег реки Бетька. К северу от села на пашне у края надлуговой террасы обнаружен обломок болгарской скатанной гончарной керамики желто-красного цвета с сероватой внешней поверхностью из глины с примесью мелкого песка. Выявлено Р. Г. Фахрутдиновым.",2,15,,3,50.143064,55.495269,32
Анатышское местонахождение II,"Анатыш, село. Напротив Анатышского селища на правом берегу большого оврага обнаружено несколько обломков болгарской гончарной керамики коричневого и желто-красного цвета мелкого теста, в том числе джукетауского типа. Выявлено Р. Г. Фахрутдиновым.",2,15,,3,50.148814,55.493564,33
Анатышское селище,"Анатыш, село. Расположено к северо-востоку от села на левом берегу большого сухого оврага, второго со стороны села. Площадь 400х150 м. Поверхность распахивается. Подъемный материал, встреченный в большом количестве, представлен обломками болгарской керамики: гончарной, лощеной, мелкого теста, коричневого, желто-красного, серого цветов; гончарной джукетауского типа; лепной буро-серого цвета из глины с примесью растительности, песка, толченой раковины. Выявлено и обследовано Р. Г. Фахрутдиновым.",2,11,,2,50.153322,55.4927,34
Андреевская находка,"Андреевка, деревня Пестречинского р-на левый берег реки Меша. Из деревни в коллекции В. И. Заусайлова хранится обломок наконечника копья листовидной формы из серого кварцита.",8,100000000000011,,3,49.572736,55.620944,35
Арняшские находки,"Арняш,  деревня. К юго–юго-западу от деревни в начале  1950-х годов  местными жителями обнаружены каменные жернова, один из которых сохранился у Г. Салимзянова. Он имеет сферическую поверхность, диаметр 67 см, толщина 6 см. Место находок называется   «Тегермэн   урьша» («Место  мельницы»).  Там  же археологической экспедицией найдены остатки бревен, кости животных, обломки кирпичей и коричневато-красной, пористой керамики. Обследование проведено Р. Г. Фахрутдиновым.",8,100000000000011,,3,49.609783,56.131769,36
Арняшское кладбище,"Арняш, деревня Арского р-на, левый берег ручья Арняшка, левого притока речки Красна. Расположено к юго-юго-западу от деревни, на останце надлуговой террасы, в виде мыса высотой 2–2,5 м, выдающегося в долину ручья. Площадь 70х40 м. С напольной стороны  заметны   следы   древней канавы, служившей оградой кладбища. На задернованной поверхности имеются следы могильных ям с ориентировкой на запад– северо-запад.  Местное   название «Иски  зират»   («Старое  кладбище»). Выявлено и обследовано Р. Г. Фахрутдиновым.",2,17,,4,49.605106,56.129667,37
Арское городище,"Арск, рабочий поселок, правый берег реки Казанка. Расположено в центре р. п. на подтреугольном мысу, образованном высокой террасой реки и глубоким оврагом с западной    стороны.    Площадь 24 000 кв. м. Поверхность застроена (место бывшей «Мещанской» церкви). Остатки крепости булгаро-татарского города Арск, упоминаемого в летописях под 1497 г. Экспедицией КФАН 1945 г. найдены фрагменты керамики и различные бытовые предметы.",2,18,17,1,49.888847,56.090047,38
Арышхаздинские находки,"Арышхазда, село Пестречинского р-на, правый берег реки Меша. Здесь в 1880 г. П. А. Пономаревым найдены кремневые наконечники дротика ромбической формы и наконечник копья вытянутой листовидной формы.",5,100000000000011,,3,49.510286,55.701803,39
Атабаевская находка II,"Атабаево, село. В 1968 г. у села в размыве берега Куйбышевского водохранилища найдена большая ваза, склепанная из бронзовых листов, она сохранилась без горла и дна. Выпуклое тулово орнаментировано рядами нарезных ромбов, зигзага, перемежающихся рядами выпуклин. Средняя часть тулова покрыта вертикальными каннелюровидньши полосами. На верхней части тулова с двух сторон имеются следы от ручек, позднее закрытые бронзовыми листами. Эта ваза является кавказским импортом. Датируется VIII–VII вв. до н. э.",4,25,,3,49.362372,55.285381,40
Атабаевская стоянка I,"Атабаево, село Лаишевского р-на, левый берег Волги. Стоянка была расположена к юго-западу от села на песчаной дюне у юго-восточного края озера Медвежья яма. Поверхность до 1951 г. была густо залесена, юго-восточная часть разрушалась весенним половодьем. Площадь стоянки 1050 кв. м. Открыта и обследована в 1879–1882 гг. А. А. Штукенбергом и Н. Высоцким. В 1940 г. здесь же провели небольшие археологические работы А. В. Збруева и Н. А. Прокошев. Ими зафиксировано шесть впадин, объясненные как остатки земляных жилищ, что не подтвердилось при изучении стоянки в 1951 г., когда Н. Ф. Калининым и А. X. Халико-вым было вскрыто 460 кв. м. площади, работами 1951 г. изучены остатки большой землянки и нескольких наземных жилищ. Собран значительный материал, состоящий из фрагментов глиняной посуды, в том числе горшковидной со скошенным воротничком по краю горла каменных и металлических орудий и костей домашних и диких животных. Этот вещевой комплекс характерен для атабаевского этапа приказанской культуры (последняя четверть II тысячелетия до н. э.). К более раннему времени относится обломок каменного сверленого топора и керамика поздненеолитического времени.",5,36,,2,49.343369,55.2777,41
Атабаевская стоянка I,"Атабаево, село Лаишевского р-на, левый берег Волги. Стоянка была расположена к юго-западу от села на песчаной дюне у юго-восточного края озера Медвежья яма. Поверхность до 1951 г. была густо залесена, юго-восточная часть разрушалась весенним половодьем. Площадь стоянки 1050 кв. м. Открыта и обследована в 1879–1882 гг. А. А. Штукенбергом и Н. Высоцким. В 1940 г. здесь же провели небольшие археологические работы А. В. Збруева и Н. А. Прокошев. Ими зафиксировано шесть впадин, объясненные как остатки земляных жилищ, что не подтвердилось при изучении стоянки в 1951 г., когда Н. Ф. Калининым и А. X. Халико-вым было вскрыто 460 кв. м. площади, работами 1951 г. изучены остатки большой землянки и нескольких наземных жилищ. Собран значительный материал, состоящий из фрагментов глиняной посуды, в том числе горшковидной со скошенным воротничком по краю горла каменных и металлических орудий и костей домашних и диких животных. Этот вещевой комплекс характерен для атабаевского этапа приказанской культуры (последняя четверть II тысячелетия до н. э.). К более раннему времени относится обломок каменного сверленого топора и керамика поздненеолитического времени.",6,100000000000011,,2,49.343369,55.2777,42
Атабаевская стоянка II,"Атабаево, село. К западу-юго-западу от села, на мысу второй надлуговой террасы КАЭ-5 1951 г. были обнаружены остатки стоянки, занимающей площадь 40Х50 м. Шурф выявил культурный слой мощностью в 35 см. Материал, собранный на поверхности и обнаруженный в шурфе, состоит из фрагментов приказанской керамики атабаевского типа. Поверхность распахивалась. Ныне подтоплена Куйбышевским водохранилищем.",5,36,,2,49.333111,55.280994,43
