name,descr,epoch,culture,second,type,y,x,id
Свияжское городище,"Свияжск, пос. Верхнеуслон-ского р-на, л. б. Свияги, пр. пр. Волги. На месте пос. Свияжск до построения русского Свияжска предполагается городище. Известны находки болгарских вещей.",2,18,17,1,48.658972,55.772361,19
Сюкеевское кладбище,"Сюкеево, с. Камско-Устьинского р-на, пр. б. Волги. Расположено между селами Сюкеево и Мордовский Каратай. Местное население называет «Исхи-Зират» («Мазарки»).",2,18,17,4,49.043339,55.118233,20
Черки-Бибкеевские находки II,"Черки-Бибкеево, с. Из с. в коллекции В. И. Заусайлова имеются бронзовый замок в виде фигурки барана, обломок бронзовой дужки от замка с изображением змеиной головки и железный боевой топор с молоточкообразным обухом, округлыми щековицами и сильно оттянутым лезвием (ширина его вдвое больше длины топора).",2,15,17,3,48.357622,55.127114,21
Агишевская стоянка,"Агишево, д. Зеленодольского р-на, пр. б. р. Кубня. В 1907 г. Г. Ахмаров между дд. Агишево и Тат. Нурлаты на дюне у соснового бора нашел осколки кремня и скребок. В 1950 г. АЭ КФАН в 100 м к В от д. у соснового бора на дюне надлуговой террасы обнаружила остатки стоянки. На площади 10х15 м собраны фрагменты неолитической керамики, кремневые пластины, отщепы и скребок на ножевидной пластине.",6,100000000000011,,2,48.316369,55.513478,22
Адав-Тулумбаевское поселение,"Адав-Тулумбаево, с. Буинского р-на, л. б. Свиягн. В 50 м к Ю от с. на краю надлуговой террасы на площади 100х30 м собраны фрагменты керамики. Культурный слой прослежен в обнажениях и имеет мощности 40—50 см.",5,43,,2,48.343181,54.927361,23
Азимовские находки,"Азимово, д. Апастовского р-на, л. б. р. Сухая Улема. Из д. в коллекции В. И. Заусайлова имеется каменный пест-курант цилиндрической формы.",5,100000000000011,,3,48.708125,55.272172,24
Айдаровские находки,"Айдарово, д. Зеленодольского р-на, л. б. р. Аря, л. пр. Свияги. Из д. в коллекции В. И. Заусайлова имеется обломок сверленого топора и три молота-песта.",5,27,,3,48.17455,55.651378,25
Акзигитовские находки I,"Акзигитово, с. Зеленодольского р-на, л. б. р. Аря, л. пр. Свияги. Из с. в ГМТР имеются кремневые скребок, нуклеус и каменный молот. В НМФ хранится сверленый топор, короткообушковый.",5,100000000000011,,3,48.065769,55.640569,26
Акзигитовские находки II,"Акзигитово, с. В коллекции В. И. Заусайлова имеется железный топор с округлым обухом, подпрямоугольными щековицами с округлым проухом и бородчатым бойком.",2,15,,3,48.065683,55.640425,27
Алькеевские находки,"Алькеево, с. Буинского р-на, пр. б. р. Була. Из с. в коллекции В. И. Заусайлова имеются две ножевидные пластины со слабой краевой ретушью и пять наконечников стрел, преимущественно на ножевидпых пластинах.",8,100000000000011,,3,48.016414,55.098044,28
Альшеевское местонахождение,"Альшеево, с. На месте поселения эпохи бронзы обнаружена гончарная керамика.",2,15,,3,48.265828,54.758764,29
Альшеевское поселение,"Альшеево, с. Буинского р-на, л. б. р. Цильна, л. б. р. Свияги. В 350—400 м к 3 от СЗ на площади 45Х20—30 м собраны фрагменты керамики. Шурф вскрыл культурный слой мощностью до 30 см.",5,43,,2,48.265442,54.758911,30
Антоновская стоянка,"Антоновка, с. В слое Антоновского городища обнаружено до 30 фрагментов керамики, ",5,100000000000011,,2,49.150982,55.328514,31
Антоновские находки,"Антоновкаа, с. В коллекции В. И. Заусайлова из с. имеются заготовки кремневых долотовидных орудий.",8,100000000000011,,3,49.148094,55.319083,32
Антоновское городище,"Антоновка, с. В 1,6 км к С от с. в 1960 г. обнаружено городище, занимающее оконечность мыса коренного берега Волги. Площадка подтреугольной формы (30х15 м) с ЮВ стороны ограждена невысоким валом (высота—0,8, ширина—8 м) и заплывшим рвом глубиной до 0,45 м. В раскопе (18х3 м), заложенном по ЮЗ краю площадки, вскрыт культурный слой мощностью в 20— 30 см, содержащий фрагменты керамики, характерной для ранне-ананьинского периода.",4,25,,1,49.150631,55.328461,33
Антоновское место добычи кремня,"Антоновка, с. Камско-Устьинского р-на, пр. б. Волги. В 3-х км к ССЗ от с. на мысу Волги и оврага на площади 130 Х 60 м в 1960 г. зафиксировано скопление кремневых желваков, отщепов, заготовок орудий и керамики.",8,100000000000011,,6,49.135678,55.339017,34
Антоновское местонахождение,"Антоновка, с. На месте городища раннеананьинского времени обнаружена позднеприказанская керамика.",5,36,,3,49.150447,55.328283,35
Апастовские находки II,"Апастово, с. Из с. известно костяное навершие кинжала (или нагайки) в виде головки стилизованного животного.",2,11,,3,48.512717,55.200589,36
Апастовское селище,"Апастово, с. Расположено в 1,8—2 км к В от с. на надлуговой террасе. Подъемный материал, собранный на площади 150х100 м, состоит из обломков гончарной посуды и шлака.",2,11,,2,48.565072,55.199639,37
Араслановские находки,"Арасланово, с. Апастовского р-на, пр. б. р. Шеланда. Из д. в коллекции В. И. Заусайлова имеется обломок лезвийной части сверленого топора.",5,27,,3,48.194622,55.485456,38
Атабаевские находки I,"Атабаево, д. Камско-Устьинского р-на, л. б. р. Сухая Улема. В коллекции В. И. Заусайлова из д. хранится железный проушной круглообушковый топор.",3,100000000000011,,3,48.853872,55.268742,39
Атабаевские находки II,"Атабаево, д. Из района д. происходит железное перекрестие меча со слегка расширяющимися концами и сильно выступающими боковыми отростками.",2,11,,3,48.853917,55.268742,40
Атрясские находки I,"Атряси, с. Тетюшского р-на, пр. б. р. Улема. Из с. в коллекции В. И. Заусайлова имеются каменные молот-пест с желобчатым перехватом , шлифованное тесло , обломки шлифованных долот и тесел, кремневый наконечник стрелы . В коллекции ГМТР отсюда же происходят шлифованные каменные топор-молот, пест-отбойник и шлифовальный камень.",8,100000000000011,,3,48.771075,55.103264,41
Атрясские находки II,"Атpяси, с. Из с. известен бронзовый втульчатый наконечник копья с трехгранным пером.",4,25,,3,48.771033,55.103239,42
Аюкудерганские находки,"Аюкудерган, д. Апастовского р-на, пр. б. р. Черемшан. В школе д. хранился в 1960 г. обломок каменного клиновидного сверленого топора, найденный местным жителем Нуруллиным в овраге. В Нурлатской средней школе хранятся 5 каменных топоров из деревни.",5,27,,3,48.060289,55.2486,43
Багаевские находки,"Багаево, д. Из д. в коллекции В. И. Заусайлова имеются каменный сверленый топор, цилиндрический пест-терочник и два наконечника стрел.",8,100000000000011,,3,48.146136,55.486625,44
Багаевское местонахождение,"Багаево, д. Апастовского р-на, пр. б. р. Шеланда, пр. пр. р. Кубня. В 1,5 км к ЮЗ от д. АЭ КФАН в 1960 г. на краю надлуговой террасы на площади 100х50 м. собрана срубная керамика.",5,43,,3,48.133525,55.469197,45
Багишевские находки,"Багишево, д. Из д. происходит обломок каменного сверленого топора.",5,27,,3,48.089697,55.274136,46
Багишевское селище,"Багишево, д. Апастовского р-на, д. Черемшан. В АК ИЯЛИ из района с. хранится коллекция из 32 фрагментов булгарской гончарной и лепной глиняной посуды.",2,11,,2,48.089867,55.274578,47
Байрашевские находки I,"Байрашево, с. Тетюшского р-на, л. б. р. Улема. Из с. в коллекции В. И. Заусайлова имеются каменные молот-пест с желобчатым перехватом, клиновидный топор, кремневый наконечник стрелы ромбической формы, наконечник дротика с треугольным пером и широким вытянутым прямоугольным черешком, концевой скребок на пластине.",8,100000000000011,,3,48.63405,55.113006,48
Байрашевские находки II,"Байрашево, с. Из с. в коллекции В. И. Заусайлова имеются бронзовый втульчатый наконечник копья со следами широких прорезей, обломок каменного «оселка», характерные для предананьинского времени. ",5,100000000000011,,3,48.63405,55.112956,49
Байрашевские находки III,"Байрашево, с. Из с. происходит железный наконечник копья, имеющий аналогии в булгарских древностях домонгольской поры.",2,11,,3,48.634008,55.113056,50
Бакрчинская стоянка,"Бакрче, д. Зеленодольского р-на, пр. б. р. Аря, л. пр. Свияги. В 1,5 км от д. на краю террасы в 1960 г. на площади 50х40 м собраны керамика и кремень.",5,36,,2,48.147169,55.626172,51
Бакрчинские находки I,"Бакрче, д. В д: в коллекции В. И. Заусайлова имеется сверленый топор.",5,27,,3,48.114194,55.622031,52
Бакрчинские находки II,"Бакрчи, с. Отсюда происходит печать из алебастра с арабской надписью, содержащая, по чтению Г. В. Юсупова, титул «ал-Салтан», распространенный в период существования Казанского ханства.",2,17,,3,48.451539,54.750006,53
Бакрчинское кладбище,"Бакрчи, с. Тетюшского р-на. На СВ окраине с. при рытье котлована в 1956 г. были выявлены остатки захоронений, ориентированных головой на 3. По сведениям местных жителей, раньше на поверхности кладбища стояли надгробия с арабскими надписями.",2,18,,4,48.458506,54.750056,54
Бакрчинское селище,"Бакрчи, с. Тетюшского р-на, л. б. р. Биденьга, л. б. р. Кильна. Расположено на СВ окраине с. Площадь—60х60 м. Культурный слой имеет мощность 25 см. Материал представлен гончарной и лепной керамикой.",2,11,,2,48.456361,54.752664,55
Балтачаевские находки,"Балтачево (Коперова Опша), с. Камско-Устьинского р-на, верховья р. Малая Амгамка, пр. пр. Волги. Из с. в коллекции В. И. Заусайлова имеется кремневая пластина.",8,100000000000011,,3,48.975472,55.161239,56
Барышевские I находки,"Барышево, (Старое и Нижнее), д. В коллекции В. И. Заусайлова имеются отсюда 6 каменных сверленых топора-молота, в том числе клиновидный, два обушковых усеченно-конических, коротколопастной, обушково-пестиковый и обломок обушковой части топора .",5,27,,3,48.737597,55.309478,57
Барышевские II находки,"Барышево, д. В коллекции В. И. Заусайлова отсюда имеются бронзовые втульчатый наконечник дротика с лавролистным пером и проволочная шейная гривна, характерные для раннеананьинского времени.",4,25,,3,48.737769,55.309283,58
Беловолжские находки I,"Беловолжка (Татарская и Чувашская), д. Буинского р-на, пр. б. безымянного ручья, л. пр. Свияги. Из д. в коллекции В. И. Заусайлова имеются: каменные сверленые топоры, в том числе подромбической формы, молотковидный с намеченным обушком, обломок втульчатого, широкообушковый, обушково-хордовый, подромбически-обушковый с хордой, обушково-изогнутый, шаровидной формы пест-терочник, шаровидный камень-болас, терочник из гальки и клин из диорита . В коллекциях ГМТР отсюда есть обломки кремневых клиновидного топора и шлифованного долота или тесла.",5,27,,3,48.096575,55.047064,59
Беловолжские находки III,"Беловолжка, д. Отсюда в коллекции В. И. Заусайлова содержатся два втульчатых железных наконечника копий. Один из них имеет лавролистное уплощенно-ромбического сечения широкое перо . Второй наконечник типа копья — пики — трехгранный. Перо у него несколько короче широкой втулки . Эти наконечники копий имеют аналогии в славянских и раннебулгарских древностях.",2,14,,3,48.096575,55.047064,60
Беловские находки,"Белово, пригород г. Буинска, л. б. р. Карла, л. пр. Свияги. Отсюда в коллекции В. И. Заусайлова есть гарпун из трубчатой кости с тремя односторонними зубцами, подтрапециевидным расширением на конце и пунктирным орнаментом, нож или кочедык из трубчатой кости.",8,100000000000011,,3,48.313103,54.969378,61
Беляевские находки I,"Беляево, д. Апастовского р-на, пр. б. р. Бирля. Из д. в коллекции В. И. Заусайлова имеются каменный сверленый топор, кремневые клиновидный топорик и наконечники стрел ромбической и листовидной форм.",5,27,,3,48.408417,55.467469,62
Беляевские находки II,"Беляево,д. Апастовского р-на, пр. б. р. Бирля. В коллекции В. И. Заусайлова хранится  железный  наконечник копья.",3,100000000000011,,3,48.409103,55.467667,63
Берлибашские находки I,"Берлибаш, д. Апастовского р-на, р. Малая Бирля, пр. пр. р. Бирля. Из д. в коллекции В. И. Заусайлова имеются три кремневых наконечника стрел и один конический нуклеус.",8,100000000000011,,3,48.1344,55.355167,64
Берлибашские находки II,"Берлибаш, д. Апастовского р-на, р. Малая Бирля, пр. пр. р. Бирля. Из д. в коллекции В. И. Заусайлова имеются каменные булава, три песта-терочника, обломок клиновидного сверленого топора-молота, заготовка сверленого топора и медный кованый кельт-тесло со сквозной несомкнутой втулкой .",5,27,,3,48.135514,55.355436,65
Берляшское местонахождение,"Берляш, д. Апастовского р-на, пр. б. р. Имелли. В 800 м к СЗ от д. на дюне поймы Свияги АЭ КФАН в 1960 г. собраны сколы, отщепы, ножевидные пластины и отдельные орудия из белого и голубовато-серого кремня.",8,100000000000011,,3,48.567644,55.393192,66
"Бессоновская пристань, стоянка","Бессоново, с. Тетюшского р-на, пр.. б. Волги. Открыта в 1968 г. в размыве оврага. Часть поверхности стоянки задернована. Собрана керамика.",5,36,,2,48.458503,54.671644,67
Бикеевское кладбище,"Бикеево, д. Камско-Устьинского р-на, л. б. р. Большой Шак-Ян, л. пр. р. Сухая Улема. К 3 от д. находится старое кладбище.",2,18,,4,48.827767,55.245447,68
Бикеевское местонахождение,"Бикеево, д. На СВ окраине д. на площади 100Х150 м собраны обломки булгарской керамики.",2,15,,3,48.832981,55.245336,69
Бикеевское селище,"Бикеево, д. Расположено в 1 км к Ю от д. на краю террасы близ устья . р. Площадь — 200х300 м. Подъемный материал представлен лепной и гончарной керамикой.",2,11,,2,48.830253,55.235736,70
Бикеевское селище I,"Бикеево, д. Расположено в 3,5 км к В от д. В 1949 г. на площади 200х200 м и в культурном слое до 40 см собраны обломки булгарской керамики.",2,18,,2,48.885219,55.244661,71
Бикеевское селище II,"Бикеево, д. Расположено в 3,5 км к В от д. В 1949 г. на площади 200х200 м и в культурном слое до 40 см собраны обломки булгарской керамики.",2,18,,2,48.885219,55.244661,72
Бикмуразовское местонахождение I,"Бикмуразово, с. Буинского р-на, л. б. Свияги.  На ЮЗ берегу озера обнаружены обломки гончарной и лепной посуды.",2,11,,3,48.348197,55.002428,73
Бикмуразовское местонахождение II,"Бикмуразово, с. Вблизи с. обнаружена керамика.",5,43,,3,48.341833,55.002317,74
Бик-Утеевские курганы,"Бик-Утеево, с. Бу-инского р-на, пр. б. р. Була. В 5 км к Ю от с. Е. П. Казаков в 1967 г. обнаружил курганную группу. Наиболее крупный из курганов имел диаметр до 45 м и высоту 1,8 м.",5,100000000000011,,5,48.091525,55.084872,75
Бишбатмановская стоянка,"Бишбатманы, с. Зеленодольского р-на, л. б. Свияги. В 200 м к ЮЗ от с. на краю надлуговой террасы АЭ КФАН в 1950 г. обнаружены остатки стоянки, культурный слой которой достигал толщины 30 см. Материал состоял из фрагментов керамики волосовского типа.",5,28,,2,48.403133,55.698761,76
Бишбатмановские находки,"Бишматманы, с. В коллекции В. И. Заусайлова из с. известны заготовка долота и наконечники стрелы.",8,100000000000011,,3,48.414269,55.695386,77
Бишевские находки I,"Бишево, с. Из с. в коллекции В. И. Заусайлова имеются кремневые конический нуклеус, крупная пластина с ретушированными краями, наконечники стрел и их обломки.",8,100000000000011,,3,48.441772,55.228481,78
Бишевские находки II,"Бишево, д. Из с. происходит бронзовый двулезвийный нож-кинжал с четким кольцевым упором вокруг черенка, характерный для приказанских древностей.",5,36,,3,48.441986,55.228628,79
Бишевские находки III,"Бишево, с. В коллекции В. И. Заусайлова из с. хранится круглая бронзовая пряжка с Т-образной иглой.",3,100000000000011,,3,48.442244,55.22865,80
Биябашские находки I,"Биябаш, с. Апастовского р-на, р. Бия. Из с. в коллекции В. И. Заусайлова имеются каменные орудия: три тесла, долото, три наконечника стрел, молот-клин и пест-терочник . Кроме того, в коллекциях ГМТР имеются 3 подвески овальной формы с отверстиями из темно-серого сланца.",8,100000000000011,,3,48.325136,55.285842,81
Биябашские находки II,"Биябаш Нижний, с. Из с. в коллекции В. И. Заусайлова хранятся бронзовые двулезвийный нож и кельт-тесло с лобным ушком, характерные для приказанских древностей.",5,36,,3,48.325394,55.286061,82
Биябашские находки III,"Биябаш Нижний, с. В коллекции В. И. Заусайлова из с. происходят бронзовые акозинско-меларский кельт, ананьинский кельт, каменный оселок, характерные для раннеананьинских древностей.",4,25,,3,48.325567,55.286331,83
Биябашские находки IV,"Биябаш Нижний, с. В коллекции В. И. Заусайлова отсюда хранятся 3 железных наконечника стрелы, в т. ч. один втульчатый, два черешковых и часть дужки весов .",2,11,,3,48.325822,55.286233,84
Богдашкинское городище,"Богдашкино, с. Тетюшского р-на, пр. б. р. Кильна. Городище, открытое в начале XX в. Г. Ахмаровым, расположено в 900 м к С на равнине между оврагами, опускающимися к р. Кильна. Подквадратной формы (770 000 м 2) площадка городища делится на две части: цитадель (500Х200 м) в ЮЗ части городища, окруженная двумя рядами валов и рвов, и посад, укрепленный одним рядом укреплений, имеющих с С стороны три проезда. В 1949—50 гг. городище обследовано АЭ КФАН под руководством Н. Ф. Калинина. В 1954 г. —Т. А. Хлебниковой. Выявлен культурный слой в цитадели (35 см) и на посаде (70 см), сильно разрушенный вспашкой. На площади городища собрана булгарская керамика домонгольского облика и куски железного шлака. Ранее на городище находили серебряные и медные монеты, оружие и различные железные предметы, а также жернова. Планировка, укрепления, культурные остатки свидетельствуют о городском характере поселения на данном городище. Предположительно городище связывается с летописным городом Ошелем, разрушенным в 1220 г.",2,11,,1,48.735356,54.821878,85
"Богородицкий рынок,селище","Тетюши, г. В 1 км к Ю от местности под названием «Богородицкий рынок» найден фрагмент керамики с голубой и синей поливой XIV в.",2,18,,2,48.846972,54.933747,86
Болгоярские находки,"Большие Болгояры, с. Тетюшского р-на, л. б. р. Большой Шак-Ян. Из с. в коллекции В. И. Заусайлова имеются втульчатый наконечник дротика с лавролистым пером, втульчатый наконечник копья со средними прорезями , втульчатый наконечник копья с овально-листовидным пером с широкими прорезями » двуушковый кельт, два кельта-тесла. Все они характерны для предананьинского хронологического горизонта и связаны с приказанскими древностями.",5,36,,3,48.807436,55.222025,87
Большеатрясский клад монет,"Большие Атряси, с. Найден в 1882 г. у Большеатрясского кладбища ",2,18,,8,48.787778,55.103661,88
Большеатрясское кладбище,"Большие Атряси, с. Апастовского р-на, л. б. р. Атряска, пр. пр. р. Улема. Расположено в 0,2—0.3, км к В от с. Площадь—7600 м2. Кладбище, согласно преданиям, принадлежало городу «Тысячедомный Шунгат» К 1961 г. на кладбище сохранилось 16 булгарских надгробий (в 1949 г. их было 22). На многих — рельефные или врезанные куфические надписи. Размеры надгробий: 136Х49Х18, 113Х50Х21, 140Х54Х20, 100Х49Х19, 75Х36Х15, 117Х57Х23, 80х65х18, 75Х Х37Х21, 105Х36Х27, 80х48х19, 140Х57Х20, 95Х52Х18, 90Х53Х18, 80х45х17 см. Даты на уцелевших надгробиях: 1302/1308, 1303/1304, 1323/1324, 1307/1308, 1314/1315, 1315/1316, 1339/1343 гг. Местное название — «Изгелер зираты» («Кладбище святых»). Раскопки 1961 г. вскрыли одно женское погребение, связанное с надгробием 1361 г.",2,18,,4,48.787794,55.103664,89
Большеатрясское кладбище,"Большие Атряси, с. Апастовского р-на, л. б. р. Атряска, пр. пр. р. Улема. Расположено в 0,2—0.3, км к В от с. Площадь—7600 м2. Кладбище, согласно преданиям, принадлежало городу «Тысячедомный Шунгат» К 1961 г. на кладбище сохранилось 16 булгарских надгробий (в 1949 г. их было 22). На многих — рельефные или врезанные куфические надписи. Размеры надгробий: 136Х49Х18, 113Х50Х21, 140Х54Х20, 100Х49Х19, 75Х36Х15, 117Х57Х23, 80х65х18, 75Х Х37Х21, 105Х36Х27, 80х48х19, 140Х57Х20, 95Х52Х18, 90Х53Х18, 80х45х17 см. Даты на уцелевших надгробиях: 1302/1308, 1303/1304, 1323/1324, 1307/1308, 1314/1315, 1315/1316, 1339/1343 гг. Местное название — «Изгелер зираты» («Кладбище святых»). Раскопки 1961 г. вскрыли одно женское погребение, связанное с надгробием 1361 г.",2,18,,12,48.787794,55.103664,90
Большеатрясское селище I,"Большие Атряси, с. Расположено к СЗ от с. па пологом склоне «Мунчала буа». Площадь— 550Х220 м. В 1949 г. собраны фрагменты именьковской и булгарской гончарной керамики.",2,18,,2,48.7602,55.11335,91
Большеатрясское селище II,"Большие Атряси, с. Расположено к С от с. напротив Большеатрясского селища I за ручьем. Местное название «Мен ойле Шунгат » («Тысячедомный Шунгат»). С селищем связаны клады монет. Один из них был найден в двух больших сосудах-хумах. В 1881 г. обнаружен клад медных монет. Е. Т. Соловьев сообщает, что у татарского населения д. Ямбухтино, расположенного в 2 км от с. Большие Атряси, бытует предание о существовании здесь древнего татарского города с 1 400 домами.",2,18,,2,48.764344,55.11685,92
