name,descr,epoch,culture,second,type,y,x,id
Ильчебаевское городище,"Ильчебаево, деревня Актанышского района, левый берег р. Белой. Открыто А. П. Шокуровым в 1956 г. на северо-западной окраине деревни около кладбища на широком мысу коренной террасы между оврагами. На северо-восточном конце мыса находится малое городище, а на юго-западном — большое. Малое укреплено вдоль склонов кольцевым валом шириной до 15 м и высотой 0,3—0,7 м. С напольной стороны площадку ограждает массивный внутренний вал высотой до 2, 5 м и шириной в основании 20 м, а также ров глубиной 1 м. Внешний вал, сильно оплывший, имеет длину сохранившейся части около 83 м, высоту 2 м, ширину в основании около 20 м. Обследование городища ТАЭ в 1958 г., а также Татарского отряда НКАЭ показало, что малое городище сооружено в пьяноборское время, а большое — в мазунинское. При раскопках на городище в 1976 г. найдена чияликская керамика.",3,29,,1,53.961217,55.7489,15
Тойгузинское городище I,"Тойгузино, село В 1958 г. выявлено и в 1964 г. обследовано в 3,5 км к востоку-юго-востоку от села городище с подтреугольной площадкой (55Х30 м), укрепленное дуговидным валом длиной в 70 м и рвом.",4,49,,1,52.884483,55.835331,16
Тойгузинское городище II,"Тойгузино, село В 1958 г. открыто и в 1964 г. дополнительно обследовано в 4 км к востоку-юго-востоку от села городище, расположенное на небольшом мысу коренной террасы между оврагом и берегом реки. Подтреугольная площадка (40Х35 см) ограждена с напольной сгороны тремя линиями укреплений. Вал имеется и со стороны мыса. В культурном слое собрана лепная керамика пьяноборского времени и железный наконечник стрелы.",4,49,,1,52.891781,55.839581,17
Усть-Мензелинское городище,"Мензелинск, город. В 1,7 км к востоку от города на низком мысу правого берега реки, ограниченного с запада рекой, с востока — небольшой ложбиной, по которой проходила летняя дорога в с. Игим, расположено городище. Площадка его подтреугольной формы (110Х85) распахана. Дуговидные вал и ров также распаханы и сильно оплыли. Слой имеет мощность от 20 до 75 см и содержит в основном пьяноборскую керамику.",4,49,,1,53.144267,55.712836,18
Новомелькенское городище,"Новый Мелькен, село. В 1958 г. в 0,25—03 км к северо-западу от села на мысу между оврагами открыто городище подтреугольной формы, площадка которого (200Х100 м) распахивается. С северо-западной стороны прослежены остатки сильно оплывшего вала. Культурный слой до 30 см содержит керамику пьяноборского облика.",4,49,,1,53.269256,55.691039,19
Бикбуловское городище,"Бикбулово, село. В 1971 г. в 0,7 км к востоку от села на мысу останца надлуговой террасы выявлено городище. От площадки городища, размытого рекой, сохранилась лишь небольшая часть. Судя по ней, с напольной (восточной) стороны городище ограждалось прямым валом (высота от уровня площадки 1—1,5 м, ширина в основании 7—10 м) и рвом (глубина около 1 м). Ров в значительной части разрушен дорогой. В обнажении городища зафиксирован культурный слой мощностью около 50— 80 см, содержащий пьяноборскую керамику.",4,49,,1,53.448842,55.653967,20
Русско-Шуганское городище (Акайкина гора),"Русский Шуган, село. Памятник, обследованный А. П. Шокуровым в 1957 г., расположен на мысу высокой коренной террасы правого берега реки в 3 км к северо-востоку от села. Площадка имела подпрямоугольную форму и с напольной стороны укреплена валом и рвом. При осмотре этого памятника РАЭ и 1974 г. выяснено, что он почти полностью разрушен карьером. Прежняя площадь его 130Х140 м. Ширина сохранившейся части вала 5—7 м, высота 1,5 м.",4,49,,1,53.230581,55.183739,21
Староваряжское городище,"Старый Варяж, село. Расположено в 2, 5 км к западу от села на мысу высокой (25—30 м) коренной террасы правого берега реки. Казаковым в 1971 г. собраны обломки пьяноборской посуды. ",4,49,,1,53.193631,55.244658,22
Кряш-Шуранское городище,"Кряш-Шуран, село Муслюмовского района, правый берег р. Ик. Татарским отрядом НКАЭ в 1971 г. в 1 км к северо-северо-востоку от восточного края села на высоком останце надлуговой террасы найдено городище. Значительная часть его разрушена. В обнажениях обнаружена керамика пьяноборского облика.",4,49,,1,53.166197,55.443656,23
Дербешкинское (Керменчукское) городище,"Дербешкинский, рабочий поселок. Распложено на мысу останца коренной террасы (т. н. шихан ""Чертова гора"" или ""Керменчук"") в 3 км к востоку от поселка. Открыто и первоначально исследовано А. П. Шокуровым в 1957 г. Подпрямоугольная площадка в 2300 кв. м отделена с южной стороны валом, имеющим на поверхности следы перекопов, и рвом. Высота вала 1,3 м, глубина рва, 0,4— 0,5 м. Культурный слой включает фрагменты пьяноборской керамики.",4,49,,1,53.495625,55.866469,24
Татарско-Ямалинское городище II,"Татарские Ямалы, село. В лесу в 0.6 км к востоку-северо-востоку от села на коренной террасе левого берега р. Белой отрядом Е. П. Казакова в 1971 г. выявлено городище площадью 3000 кв. м. В плане укрепления памятника подковообразные, ширина валов 7 м. высота—0,8—1.5 м.",4,49,,1,53.772719,55.829533,25
Татарско-Ямалинское городище I,"Татарские Ямалы, село. В 1,2 км к северо-востоку от села на мысу коренной террасы расположено городище, имеющее подтра-пециевидную форму площадки размером 50Х45—60 м, укрепленную по периметру. С напольной стороны вал имеет ширину до 7 м, глубину 1 м. На площадке его встречается пьяноборская керамика.",4,49,,1,53.781903,55.832986,26
Такталачукское городище,"Такталачук, село Актанышского района, левый берег р. Белой. Памятник, обследованный в 1956 г. (А. П. Шокуров), 1958 г. (ТАЭ). 1970-1971 гг. (НКАЭ), 1975 гг. (РАЗ) расположен на мысу коренной террасы левого берега реки па северо-восточной окраине села. Подтреугольная в плане площадка городища (около 2 тыс. кв. м) окружена со всех сторон валом. Ширина его в основании 10—15 м, высота в юго-восточной части около 0,5 м. в северной— около 1 м, а с напольной стороны около 3,5 м. В центральной части имеется курганообразное возвышение диаметром 16 и высотой 2 м. Кроме того, с напольной стороны городище укреплено рвом шириной около 8 м и глубиной 0,5 м. Рекогносцировочные раскопки на городище, проведенные в 1958 и 1975 гг. показали, что оно имеет культурный слой мощностью 0,5 м с керамикой пьяноборского облика.",4,49,,1,53.880711,55.776589,27
Ильчебаевское городище,"Ильчебаево, деревня Актанышского района, левый берег р. Белой. Открыто А. П. Шокуровым в 1956 г. на северо-западной окраине деревни около кладбища на широком мысу коренной террасы между оврагами. На северо-восточном конце мыса находится малое городище, а на юго-западном — большое. Малое укреплено вдоль склонов кольцевым валом шириной до 15 м и высотой 0,3—0,7 м. С напольной стороны площадку ограждает массивный внутренний вал высотой до 2, 5 м и шириной в основании 20 м, а также ров глубиной 1 м. Внешний вал, сильно оплывший, имеет длину сохранившейся части около 83 м, высоту 2 м, ширину в основании около 20 м. Обследование городища ТАЭ в 1958 г., а также Татарского отряда НКАЭ показало, что малое городище сооружено в пьяноборское время, а большое — в мазунинское. При раскопках на городище в 1976 г. найдена чияликская керамика.",4,49,,1,53.961217,55.7489,28
Минняровское городище,"Миннярово, деревня. Расположено в 1 км к востоку от деревни на мысу надлуговой террасы по правому берегу реки Сюнь. Под-треугольная в плане площадка (около 10 тыс. кв. м) с напольной стороны ограждена кокошниковидным валом (ширина в основании около 25 м, высота 2 м, длина 120 м). Культурный слой мощностью около 40 см содержит керамику пьяноборского облика.",4,49,,1,54.051419,55.565447,29
Русско-Шуганское городище (Акайкина гора),"Русский Шуган, село. Памятник, обследованный А. П. Шокуровым в 1957 г., расположен на мысу высокой коренной террасы правого берега реки в 3 км к северо-востоку от села. Площадка имела подпрямоугольную форму и с напольной стороны укреплена валом и рвом. При осмотре этого памятника РАЭ и 1974 г. выяснено, что он почти полностью разрушен карьером. Прежняя площадь его 130Х140 м. Ширина сохранившейся части вала 5—7 м, высота 1,5 м.",3,52,,1,53.230581,55.183739,30
Местонахождение на Такталачукском городище,"Такталачук, село. При работах на городище в 1975 г. найден фрагмент кушнаренковской керамики с богатым орнаментом.",3,10000000003,,1,53.880575,55.776511,31
Ильчебаевское городище,"Ильчебаево, деревня Актанышского района, левый берег р. Белой. Открыто А. П. Шокуровым в 1956 г. на северо-западной окраине деревни около кладбища на широком мысу коренной террасы между оврагами. На северо-восточном конце мыса находится малое городище, а на юго-западном — большое. Малое укреплено вдоль склонов кольцевым валом шириной до 15 м и высотой 0,3—0,7 м. С напольной стороны площадку ограждает массивный внутренний вал высотой до 2, 5 м и шириной в основании 20 м, а также ров глубиной 1 м. Внешний вал, сильно оплывший, имеет длину сохранившейся части около 83 м, высоту 2 м, ширину в основании около 20 м. Обследование городища ТАЭ в 1958 г., а также Татарского отряда НКАЭ показало, что малое городище сооружено в пьяноборское время, а большое — в мазунинское. При раскопках на городище в 1976 г. найдена чияликская керамика.",2,10000000007,,1,53.961217,55.7489,32
Кырнышское городище,"Кырныш, деревня В 2 км к северо-востоку от деревни на мысу коренной террасы известно городище с площадкой подтреугольной формы (50Х55 м), огражденной с напольной стороны двумя линиями укрепления.",8,100000000000011,,1,52.734633,55.846103,33
Подгорно-Байларское городище,"Подгорные Байлары, село Мензелинского р-на, левый берег р. Ик. В 2,5 км к юго-юго-западу от села обнаружено городище, занимающее подтреугольный мыс (около 1 тыс. кв. м) коренной террасы и огражденное валом (0,5 м высотой) и рвом (0,4 м глубиной).",8,100000000000011,,1,53.07755,55.756461,34
Каенлинское кладбище,"Каенлы, село Нижнекамского района, левый берег р. Зай. Расположено между селами Каенлы и Байгулово на мысообразной площадке, образованной надлуговой террасой около 5 м и оврагом с северо-западной стороны. По краю террасы проходит столбовая линия. Ориентир на современное кладбище 180°. Площадь 75Х60 м (75 м—вдоль террасы). С напольной стороны ограждено канавой. На задернованной поверхности видны следы могильных ям с ориентировкой на запад-северо-запад, что характерно для мусульманского обряда захоронения. Местное название ""Изгеляр зираты"" (кладбище святых).",2,15,,4,51.715068,55.494629,35
Среднечелнинское кладбище с надгробиями,"Средние Челны, деревня Нижнекамского района, правый берег ручья Челны, левого притока р. Зай. К северо-западу от деревни располо-жено.кладбище, на котором зафиксировано два надгробия. Одно имеет врезанную арабско-булгарскую надпись с датой 1315 г.",2,15,,4,51.815989,55.389367,36
Бикбуловский могильник,"Бикбулово, село. В 1, 8 км к югу от села на краю надлуговой террасы в 1871 г. выявлен ряд погребений с западной ориентировкой, в широких могилах глубиной от 40 до 110 см.",2,18,,4,53.432539,55.622086,37
Утяшкинское кладбище,"Утяшкино, село. Расположено к западу от села около устья р. Кичуй, на нем указывали надгробия, но они утеряны.",2,18,,4,51.313678,55.211672,38
Подгорно-Байларский могильник,"Подгорные Байлары, село На месте Подгорно-Байларского поселения в 1958 г. раскопками было вскрыто три погребения с инвентарем, относящимся к раннеананьинскому времени.",4,25,,4,53.023886,55.746381,39
Ильичевский могильник,"Ильичевский, бывший поселок В центральной части Ильичевского комплекса В. Н. Марковым в 1986 г. вскрыто 4 погребения с приказанской керамикой маклашеевского типа.",5,36,,4,52.409706,55.851203,40
Кырнышский могильник II,"Кырныш, деревня В 1 км к северу от деревни и в 100— 150 м к востоку от Кырнышской стоянки II в 1969 г. расчищены остатки разрушенного погребения с остатками костяка, ориентированного головой на восток и с тонкостенным сосудом в изголовье.",5,36,,4,52.731919,55.849381,41
Такталачукский могильник,"Такталачук, село. Расположены в 800 м к юго-западу от деревни Уразаево и в 2 км к востоку от соли на мысу коренной террасы, разделявшем поймы по левому берегу р. Белой и правому берегу р. Шабыз. Самую высокую часть мыса занимает городище-убежище с площадкой, изрытой кладоискателями. К западу от городища на широком уступе террасы выявлена группа памятников. В 1956 г. (А. П. Шокуров) здесь обнаружено большое пьяноборское селище и могильник, па котором в 1958 г. (В. Ф. Генинг) изучено два мусульманских погребения. В 1969— 1972, 1976-1979 гг. (Е. П. Казаков) на раскопках I—XIX на площади около 4 тыс. кв. м вскрыто более 350 погребений различных эпох. среди которых 5 срубных, свыше 70 черкаскульских. Срубные погребения со скорченными костями, имеющими северную ориентацию, сопровождались сосудами. Черкаскульские захоронения с несколько скорченными костяками, ориентированные головой в восточном направлении, содержали сосуды с примесью раковины в тесте, кремневые наконечники стрел, бронзовые ножи и другие изделия.",5,43,60,4,53.914506,55.75035,42
Бетькинский могильник,"Бетьки, село Тукаевского района, правый берег рч. Бетька, левого притока р. Камы. Памятник расположен на восточной окраине села. Здесь, в 1976—1977 гг. учителем Л. Ф. Шпунтовым были обнаружены кости человека и три срубных сосуда, переданных им в музей истории города Набережные Челны.",5,43,,4,52.14981,55.668427,43
Набережно-Челнинский могильник,"Набережные Челны, город, левый берег р. Камы. Располагался на мысу коренной террасы левого берега р. Камы в 1,5 км к юго-западу от Старого города (Набережные Челны). В настоящее время площадь могильника занята простойками г. Наб. Челны. При раскопках 1968 года (Е. П. Казаков) здесь изучено 8 погребений и несколько глубоких жертвенных ям с костями животных в них. Погребенные, ориентированные головой в северном направлении, лежали скорченно на боку, возле них найдены сосуды.",5,43,,4,52.32745,55.699719,44
Шугуровский могильник,"Шугурово Старое, село Лениногорского района, левый берег р. Лесная Щешма. В 1955 г. в ГМТР поступило 3 лепных сосуда, обнаруженных при земляных работах, вблизи санатория «Бакирово» у села.",5,43,,4,52.040914,54.54645,45
Тамьянский могильник II,"Тамьян, деревня. В 60—70 м к юго-востоку от центральной части Тамьянской стоянки II по пашне на площади 60Х Х40 м, вытянутой по линии север—юг, встречаются кости человека из разрушенных при вспашке погребений. В 1984 г. на глубине 25 см расчищен потревоженный при пахоте костяк, лежащий скорченно на левом боку, головой на восток. В изголовье стояли 3 срубных сосуда.",5,43,,4,53.114453,55.386392,46
Игимский могильник II,"Игим, бывшее село. В 3 км к югу от бывшего села на берегу игимской протоки Е. П. Казаковым в 1971 г. обнаружено погребение: кости человека и обломки срубной посуды.",5,43,,4,53.301656,55.732214,47
Старобайсаровский могильник,"Старое Байсарово, село Актанышского района, левый берег р. Сюнь, левого притока р. Белой. Памятник расположен на берегу высохшего старичного озера по левому берегу реки на месте кирпичного завода села. В двух карьерах для добычи глины на площади 70Х20 м Е. П. Казаковым в 1964 г. зафиксированы следы разрушенных погребений и собраны обломки срубных сосудов. Под остатками курганной насыпи вскрыты два срубных погребения с сосудами, бронзовой пронизкой, клыком собаки.",5,43,,4,53.869442,55.481172,48
Кырнышский могильник IV,"Кырныш, деревня В 1958 г. в 1 км к северу от деревни на разрушенном останце надлуговой террасы вскрыто семь погребений пьяноборского типа III—I вв. до н. э.",4,49,,4,52.736039,55.848947,49
Деуковский могильник II,"Деуково, село В 3 км к востоку-северо-востоку от села на мысу надпойменной террасы открыт, а в 1968—1969 гг. раскопан могильник, где вскрыто 48 погребений раннего этапа пьяноборской культуры.",4,49,,4,52.949436,55.782172,50
Деуковский могильник III,"Деуково, село В 1968 г. в 500 м к югу от Деуковского могильника II в обрыве мыса надлуговой террасы зафиксировано погребение с вещами пьяноборского типа.",4,49,,4,52.943944,55.775414,51
Меллятамакский могильник V,"Меллятамак, село. На высокой дюне в 1,2 км к северо-востоку от села РАЭ в 1983—1984 гг. на двух раскопах площадью в 396 кв. м вскрыто 23 погребения. Помимо захоронений других культур исследовано 14 неолитических погребений и 4 жертвенных кострища. Костяки, некоторые частично обожженные, лежали вытянуто на спине, головой, в основном, в юго-восточном направлении. Они сопровождались кремневыми наконечниками стрел, резцами байбака, большим количеством роговых вкладышевых кинжалов, наконечников копий, шлифованными сланцевыми теслами, изделиями из кости, кремневыми гантелевидными подвесками и т. д. По своему инвентарю и обряду могильник имеет сходство с Русско-Шуганским неолитическим погребением. В северной части найдено несколько погребений, ориентированных головой на северо-восток. Среди находок отмечены стеклянные бусы и лепное напрясло с примесью раковины в тесте.",4,49,,4,53.120997,55.332872,52
Старочекмакский могильник II,"Старый Чекмак, деревня. В 1, 5 км к юго-востоку от южной окраины деревни в 1976 г. Р. С. Габяшевым на пашне обнаружен раздавленный череп человека, стеклянная бусина и пьяноборская керамика.",4,49,,4,53.234936,55.228094,53
Старочекмакский могильник I,"Старый Чекмак, деревня. Расположен на восточной окраине деревни на надпойменной террасе правого берега реки у здания сельской аптеки. Площадь его сильно разрушается рекой. В 1974—1975 гг. Е. П. Казаков вскрыл здесь 4 погребения и собрал вещи из разрушенных могил. В 1976—1977 гг. Р. С. Габяшев, П. Н. Старостин, Р. М. Фаттахов вскрыли еще 54 погребения. Костяки, ориентированные головой в восточном направлении, сопровождались типичными пьяноборскими изделиями из бронзы и железа: эполетообразными пряжками, нагрудными украшениями и т. д.",4,49,,4,53.223392,55.243494,54
Меллятамакский могильник I,"Меллятамак, село. Расположен в 1,5 км к северу от села и граничит с запада с Меллятамакской стоянкой II. Открыт в конце 60-х годов учителем местной школы X. А. Ахметовым и в 1970 г. осматривался А. П. Шокуровым. В 1971 г. Е. П. Казаков вскрыл здесь 5 погребений и в том же году П. Н. Старостиным на площади 588 кв. м изучил еще 30 захоронений. В последующие годы РАЭ проводила в этом месте сборы металлических изделий из разрушающихся захоронений, а в 1981 г. в обрыве расчищен костяк с наконечниками стрел и бронзовыми украшениями.",4,49,,4,53.111869,55.337044,55
